Messe;Halle;Sektor;Standnummer;Kunde;Kommission;Auftragsmenge;Kurztext;Interner Text;Artikel-Nr.;Liefertermin (Möbel);Uhrzeit Lieferung;Kontakt vor Ort;Obergruppe;Verantwortlich;Nummer;Veranstaltungsbeginn;Datum;Person/Zeichen;Auftragsart
IFAT 2026, München;A2;;132;Meplan, München;Harter GmbH;1,00;CLASSICO Aufsatz für Bartheke;;2025;;;;Möbel;Sophia Kistler;551687;04.05.2026;17.12.2025;Sophia Kistler;Möbel
IFAT 2026, München;A2;;132;Meplan, München;Harter GmbH;1,00;Garderobenständer DONNA;;1049;;;;Möbel;Sophia Kistler;551687;04.05.2026;17.12.2025;Sophia Kistler;Möbel
IFAT 2026, München;A2;;132;Meplan, München;Harter GmbH;2,00;Barhocker HAY BAR weiß;;1027;;;;Möbel;Sophia Kistler;551687;04.05.2026;17.12.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;135B;Meplan, München;NB Europe B. V.;1,00;Garderobenständer DRAGO;;1051;;;;Möbel;Jan Ressel;549634;24.03.2026;18.09.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;135B;Meplan, München;NB Europe B. V.;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;für Platte 70x70cm weiß;2057;;;;Möbel;Jan Ressel;549634;24.03.2026;18.09.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;135B;Meplan, München;NB Europe B. V.;1,00;ENNO 70x70 Tischplatte weiß;für Stehtisch;2062;;;;Möbel;Jan Ressel;549634;24.03.2026;18.09.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;135B;Meplan, München;NB Europe B. V.;2,00;Barhocker ZETT schwarz;;1003 | 502;;;;Möbel;Jan Ressel;549634;24.03.2026;18.09.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;136A;EEF Jewelry (HK) Limited, HKG TSIM SHA TSUI;;4,00;Stuhl MUNICH anthrazit;in Sitzgruppe;1214;;;;Möbel;Jan Ressel;551841;20.02.2026;12.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;136A;EEF Jewelry (HK) Limited, HKG TSIM SHA TSUI;;1,00;MUNICH 70x70 Tischgestell, chrom;für PLatte 70x70 weiß;2043;;;;Möbel;Jan Ressel;551841;20.02.2026;12.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;136A;EEF Jewelry (HK) Limited, HKG TSIM SHA TSUI;;1,00;MUNICH 70x70 Platte weiß;für Gestell 70x70 chrom;2045;;;;Möbel;Jan Ressel;551841;20.02.2026;12.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;138;ILIDIO SANTOS GALEIRAS CA LDA, Gondomar;;1,00;ENNO 160x70 Platte weiß;;2064;;;;Möbel;Jan Ressel;551784;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;138;ILIDIO SANTOS GALEIRAS CA LDA, Gondomar;;2,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Jan Ressel;551784;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;138;ILIDIO SANTOS GALEIRAS CA LDA, Gondomar;;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;für Platte 70x70 weiß;2055;;;;Möbel;Jan Ressel;551784;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;138;ILIDIO SANTOS GALEIRAS CA LDA, Gondomar;;1,00;ENNO 110x70 Tischplatte weiß;;2110;;;;Möbel;Jan Ressel;551784;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;138A;Attilio Zanetti, Bardolino;;1,00;Garderobenständer DONNA;;1049;;;;Möbel;Jan Ressel;552113;20.02.2026;21.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;138A;Attilio Zanetti, Bardolino;;6,00;PICO Plexihaube;;2096;;;;Möbel;Jan Ressel;552113;20.02.2026;21.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;138A;Attilio Zanetti, Bardolino;;6,00;PICO Korpus weiß;;2097;;;;Möbel;Jan Ressel;552113;20.02.2026;21.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;138A;Attilio Zanetti, Bardolino;;4,00;Stuhl KUADRA XL weiß;;1238;;;;Möbel;Jan Ressel;552113;20.02.2026;21.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;138A;Attilio Zanetti, Bardolino;;2,00;MUNICH 70x70 Platte weiß;chrom;2045;;;;Möbel;Jan Ressel;552113;20.02.2026;21.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;138A;Attilio Zanetti, Bardolino;;2,00;MUNICH 70x70 Tischgestell, chrom;;2043;;;;Möbel;Jan Ressel;552113;20.02.2026;21.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;138A;Attilio Zanetti, Bardolino;;2,00;Loungetisch CAPRI TABLE 45 weiß;;1401;;;;Möbel;Jan Ressel;552113;20.02.2026;21.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A2;;212;Meplan, München;IVA;1,00;Schrankvitrine VERDI 50 Ganzglas;;1501;;;;Möbel;Jan Ressel;552157;24.03.2026;22.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A2;;221;Meplan, München;CPAchem;1,00;Tischvitrine VITREO CAB 145;;1508;;;;Möbel;Jan Ressel;549208;24.03.2026;27.08.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;221;Meplan, München;CPAchem;1,00;Garderobenständer DONNA;;1049;;;;Möbel;Jan Ressel;549208;24.03.2026;27.08.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;221;Meplan, München;CPAchem;1,00;NINO 80 Tischplatte rund weiß;;2071;;;;Möbel;Jan Ressel;549208;24.03.2026;27.08.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;221;Meplan, München;CPAchem;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Jan Ressel;549208;24.03.2026;27.08.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;221;Meplan, München;CPAchem;4,00;Stuhl BABiLA weiß;;1235;;;;Möbel;Jan Ressel;549208;24.03.2026;27.08.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;221;Meplan, München;CPAchem;2,00;Barhocker ZETT weiß;;1004;;;;Möbel;Jan Ressel;549208;24.03.2026;27.08.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;230B;Meplan, München;LASOS;1,00;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;2061;;;;Möbel;Jan Ressel;551549;24.03.2026;05.12.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;230B;Meplan, München;LASOS;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;;2057;;;;Möbel;Jan Ressel;551549;24.03.2026;05.12.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;230B;Meplan, München;LASOS;3,00;Barhocker ZETT weiß;;1004;;;;Möbel;Jan Ressel;551549;24.03.2026;05.12.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;238/5;Meplan, München;CHANGZHOU FUYUE;1,00;Schrankvitrine GIGANTE CAB 105;;1497;;;;Möbel;Jan Ressel;552148;24.03.2026;22.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A2;;238/8;Meplan, München;Nantong;1,00;Schrankvitrine GIGANTE CAB 105;;1497;;;;Möbel;Jan Ressel;552149;24.03.2026;22.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A2;;240/2;Meplan, München;Hangzhou Tanvi;1,00;Tischvitrine VITREO 102;;1504;;;;Möbel;Jan Ressel;552150;24.03.2026;22.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A2;;300;Meplan, München;Fluxana;4,00;Thekenschrank PURO COUNTER, weiß;;1388;;;;Möbel;Jan Ressel;552145;24.03.2026;22.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A2;;300;Meplan, München;Fluxana;1,00;CLASSICO Sideboard weiß/alu;;1382;;;;Möbel;Jan Ressel;552145;24.03.2026;22.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A2;;300;Meplan, München;Fluxana;1,00;CLASSICO Tischvitrinen-Aufsatz;;2078;;;;Möbel;Jan Ressel;552145;24.03.2026;22.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;312;BEDRA GmbH, Weil der Stadt;;1,00;Haushalts-Spülmaschine (nur in Riem);;1202;;;;Spülmaschinen;Jan Ressel;551538;20.02.2026;05.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;316;ELYSEE Uhren GmbH, Düsseldorf;;6,00;Barhocker KUADRA BAR weiß;;1540;;;;Möbel;Florian Wider;551790;20.02.2026;07.01.2026;Julia Walch;Standbau
Inhorgenta 2026, München;A2;;316;ELYSEE Uhren GmbH, Düsseldorf;;1,00;Flaschenkühlschrank BOTTLE 180 Glass;steht offen da, bitte einen schönen;1090;;;;Möbel;Florian Wider;551790;20.02.2026;07.01.2026;Julia Walch;Standbau
Inhorgenta 2026, München;A2;;321;DIVA srl, Udine;;2,00;ENNO 70x70 Platte schwarz;für Sitztischgestell schwarz;2060;;;;Möbel;Jan Ressel;552204;20.02.2026;23.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;321;DIVA srl, Udine;;2,00;NINO/ENNO DARK Sitztischgestell H75cm, schwarz;für Platte 70x70 schwarz;2108;;;;Möbel;Jan Ressel;552204;20.02.2026;23.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;321;DIVA srl, Udine;;4,00;Stuhl VOLT schwarz;;1268;;;;Möbel;Jan Ressel;552204;20.02.2026;23.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;A2;;325;The Love Group BV, Antwerpen;;1,00;Lagerregal RACK alu;;1166;;;;Möbel;Jan Ressel;551917;20.02.2026;14.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A2;;330A;Meplan, München;Applied Microspheres BV;1,00;Tischvitrine VITREO CAB 102 silber;;1505;;;;Möbel;Sophia Kistler;551259;24.03.2026;17.11.2025;Sophia Kistler;Möbel
IFAT 2026, München;A2;;408;Meplan, München;Saxwerk GmbH;1,00;Prospektständer LEGIO 30;;1154;;;;Möbel;Sophia Kistler;551980;04.05.2026;16.01.2026;Sophia Kistler;Möbel
IFAT 2026, München;A2;;408;Meplan, München;Saxwerk GmbH;1,00;Spülschrank CLEAN;;1205;;;;Möbel;Sophia Kistler;551980;04.05.2026;16.01.2026;Sophia Kistler;Möbel
IFAT 2026, München;A2;;408;Meplan, München;Saxwerk GmbH;2,00;LEVANTE HIGH Fuß Höhe 110cm weiß;;2072;;;;Möbel;Sophia Kistler;551980;04.05.2026;16.01.2026;Sophia Kistler;Möbel
IFAT 2026, München;A2;;408;Meplan, München;Saxwerk GmbH;1,00;LEVANTE 120x60 Platte weiß;für Stehtisch;2074;;;;Möbel;Sophia Kistler;551980;04.05.2026;16.01.2026;Sophia Kistler;Möbel
IFAT 2026, München;A2;;408;Meplan, München;Saxwerk GmbH;1,00;Bartheke PURO BAR LIGHT;;1325;;;;Möbel;Sophia Kistler;551980;04.05.2026;16.01.2026;Sophia Kistler;Möbel
IFAT 2026, München;A2;;408;Meplan, München;Saxwerk GmbH;5,00;Barhocker HAY BAR weiß;;1027;;;;Möbel;Sophia Kistler;551980;04.05.2026;16.01.2026;Sophia Kistler;Möbel
analytica 2026, München;A2;;408;Meplan, München;CS-Chromatographie Service ;1,00;Sideboard PURO;;1383;;;;Möbel;Jan Ressel;550840;24.03.2026;28.10.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;408;Meplan, München;CS-Chromatographie Service ;1,00;MUNICH 70x70 Platte weiß;für Gestell 70x70 chrom;2045;;;;Möbel;Jan Ressel;550840;24.03.2026;28.10.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;408;Meplan, München;CS-Chromatographie Service ;1,00;MUNICH 70x70 Tischgestell, chrom;für Platte 70x70 weiß;2043;;;;Möbel;Jan Ressel;550840;24.03.2026;28.10.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;408;Meplan, München;CS-Chromatographie Service ;4,00;Stuhl MUNICH schwarz;;1219 | 500;;;;Möbel;Jan Ressel;550840;24.03.2026;28.10.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;408;Meplan, München;CS-Chromatographie Service ;2,00;Barhocker ZETT schwarz;;1003 | 502;;;;Möbel;Jan Ressel;550840;24.03.2026;28.10.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;410;Meplan, München;HPC Standards GmbH;4,00;LEVANTE HIGH Fuß Höhe 110cm weiß;;2072;;;;Möbel;Sophia Kistler;550586;24.03.2026;17.10.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;410;Meplan, München;HPC Standards GmbH;2,00;LEVANTE 120x60 Platte weiß;für Stehtisch;2074;;;;Möbel;Sophia Kistler;550586;24.03.2026;17.10.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;410;Meplan, München;HPC Standards GmbH;1,00;Lagerregal RACK alu;;1166;;;;Möbel;Sophia Kistler;550586;24.03.2026;17.10.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;410;Meplan, München;HPC Standards GmbH;1,00;PICO Plexihaube;;2096;;;;Möbel;Sophia Kistler;550586;24.03.2026;17.10.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;410;Meplan, München;HPC Standards GmbH;1,00;PICO Korpus weiß;;2097;;;;Möbel;Sophia Kistler;550586;24.03.2026;17.10.2025;Sophia Kistler;Möbel
IFAT 2026, München;A2;;414;Meplan, München;Krone Filter;1,00;MAXIMA Bartheke;A: weiß | F: weiß;1291;;;;Möbel;Jan Ressel;551836;04.05.2026;09.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;A2;;414;Meplan, München;Krone Filter;1,00;Ablage weiß für Maxima Bartheke;;2003;;;;Möbel;Jan Ressel;551836;04.05.2026;09.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;A2;;414;Meplan, München;Krone Filter;1,00;Füllung WEISS für Maxima Theke;;2013;;;;Möbel;Jan Ressel;551836;04.05.2026;09.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;A2;;414;Meplan, München;Krone Filter;1,00;Messeküche COOK;;1080;;;;Möbel;Jan Ressel;551836;04.05.2026;09.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;A2;;414;Meplan, München;Krone Filter;2,00;Barhocker JOKER transparent;;1012;;;;Möbel;Jan Ressel;551836;04.05.2026;09.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A2;;415a;PARR INSTRUMENT GMBH;;1,00;Kühlschrank COOL M (140);weiß/grau;1100;;;;Möbel;Florian Wider;550996;24.03.2026;10.11.2025;Julia Walch;Standbau
analytica 2026, München;A2;;415a;PARR INSTRUMENT GMBH;;1,00;Kunststoffregal STACK weiß;;1168;;;;Möbel;Florian Wider;550996;24.03.2026;10.11.2025;Julia Walch;Standbau
analytica 2026, München;A2;;415a;PARR INSTRUMENT GMBH;;4,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Florian Wider;550996;24.03.2026;10.11.2025;Julia Walch;Standbau
analytica 2026, München;A2;;415a;PARR INSTRUMENT GMBH;;1,00;PISA 80x80 Tischgestelll chrom/schwarz;;2048;;;;Möbel;Florian Wider;550996;24.03.2026;10.11.2025;Julia Walch;Standbau
analytica 2026, München;A2;;415a;PARR INSTRUMENT GMBH;;1,00;PISA 80x80 Tischplatte weiß;;2095;;;;Möbel;Florian Wider;550996;24.03.2026;10.11.2025;Julia Walch;Standbau
analytica 2026, München;A2;;415a;PARR INSTRUMENT GMBH;;1,00;Stehtisch NINO HIGH 70 weiß (fest);;1443;;;;Möbel;Florian Wider;550996;24.03.2026;10.11.2025;Julia Walch;Standbau
analytica 2026, München;A2;;415a;PARR INSTRUMENT GMBH;;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Florian Wider;550996;24.03.2026;10.11.2025;Julia Walch;Standbau
analytica 2026, München;A2;;419;Labrecycling BV, Pesse;;1,00;Sideboard DADO grau;;1384;;;;Möbel;Jan Ressel;551782;24.03.2026;07.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A2;;419;Labrecycling BV, Pesse;;4,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Jan Ressel;551782;24.03.2026;07.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A2;;419;Labrecycling BV, Pesse;;1,00;PISA 80x80 Tischgestelll chrom/schwarz;;2048;;;;Möbel;Jan Ressel;551782;24.03.2026;07.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A2;;419;Labrecycling BV, Pesse;;1,00;PISA 80x80 Tischplatte weiß;;2095;;;;Möbel;Jan Ressel;551782;24.03.2026;07.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A2;;424;Meplan, München;EQ Photonics GmbH;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;für Platte 70cm rund weiß;2057;;;;Möbel;Sophia Kistler;550793;24.03.2026;27.10.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;424;Meplan, München;EQ Photonics GmbH;1,00;NINO 70 Tischplatte rund weiß;für Stehtischgestell chrom;2061;;;;Möbel;Sophia Kistler;550793;24.03.2026;27.10.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;424;Meplan, München;EQ Photonics GmbH;1,00;Schrankvitrine VERDI 100 Ganzglas;;1502;;;;Möbel;Sophia Kistler;550793;24.03.2026;27.10.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;500A;Meplan, München;Nanosol AG;4,00;CLASSICO Sideboard weiß/alu;;1382;;;;Möbel;Sophia Kistler;551620;24.03.2026;12.12.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;500A;Meplan, München;Nanosol AG;4,00;CLASSICO Tischvitrinen-Aufsatz;;2078;;;;Möbel;Sophia Kistler;551620;24.03.2026;12.12.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;500A;Meplan, München;Nanosol AG;4,00;Stuhl MUNICH schwarz;;1219 | 500;;;;Möbel;Sophia Kistler;551620;24.03.2026;12.12.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;500A;Meplan, München;Nanosol AG;1,00;Prospektständer FILO;;1157;;;;Möbel;Sophia Kistler;551620;24.03.2026;12.12.2025;Sophia Kistler;Möbel
IFAT 2026, München;A2;;504;Meplan, München;cobos Fluid;1,00;Ablage weiß für Maxima Bartheke;;2003;;;;Möbel;Jan Ressel;551860;04.05.2026;12.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;A2;;504;Meplan, München;cobos Fluid;1,00;Füllung WEISS für Maxima Theke;;2013;;;;Möbel;Jan Ressel;551860;04.05.2026;12.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;A2;;504;Meplan, München;cobos Fluid;1,00;MAXIMA INFO Infotheke;A: weiß | F: weiß;1351;;;;Möbel;Jan Ressel;551860;04.05.2026;12.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;A2;;505;Meplan, München;Debets Schalke;4,00;Barhocker HAY BAR weiß;;1027;;;;Möbel;Sophia Kistler;551594;04.05.2026;10.12.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;507;Meplan, München;SphereOptics;1,00;Schrankvitrine GIGANTE CAB 154;;1499;;;;Möbel;Jan Ressel;550865;24.03.2026;29.10.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;507;Meplan, München;SphereOptics;1,00;Barhocker ZETT weiß;;1004;;;;Möbel;Jan Ressel;550865;24.03.2026;29.10.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;507;Meplan, München;SphereOptics;4,00;Stuhl MUNICH schwarz;;1219 | 500;;;;Möbel;Jan Ressel;550865;24.03.2026;29.10.2025;Jasna Pejic;Möbel
analytica 2026, München;A2;;520C;Meplan, München;Van den Berg Kunststof Bewerking B.V.;1,00;Tischvitrine VITREO CAB 102 silber;;1505;;;;Möbel;Sophia Kistler;551479;24.03.2026;01.12.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;524B;Meplan, München;Distrilab BV;1,00;CLASSICO Sideboard weiß/alu;;1382;;;;Möbel;Sophia Kistler;551596;24.03.2026;10.12.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;524B;Meplan, München;Distrilab BV;1,00;CLASSICO Tischvitrinen-Aufsatz;;2078;;;;Möbel;Sophia Kistler;551596;24.03.2026;10.12.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;527;Meplan, München;Antec Scientific;1,00;PISA 120x80 Tischgestell chrom/schwarz;;2047;;;;Möbel;Sophia Kistler;551447;24.03.2026;28.11.2025;Sophia Kistler;Möbel
analytica 2026, München;A2;;527;Meplan, München;Antec Scientific;1,00;PISA 120x80 Tischplatte weiß;;2094;;;;Möbel;Sophia Kistler;551447;24.03.2026;28.11.2025;Sophia Kistler;Möbel
IFAT 2026, München;A2;;527;Meplan, München;SciCorp International Corp;1,00;NINO 100 Tischplatte rund weiß;;2066;;;;Möbel;Sophia Kistler;551419;04.05.2026;26.11.2025;Sophia Kistler;Möbel
IFAT 2026, München;A2;;527;Meplan, München;SciCorp International Corp;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Sophia Kistler;551419;04.05.2026;26.11.2025;Sophia Kistler;Möbel
IFAT 2026, München;A2;;527;Meplan, München;SciCorp International Corp;1,00;Prospektständer LEGIO 70;;1152 | 546;;;;Möbel;Sophia Kistler;551419;04.05.2026;26.11.2025;Sophia Kistler;Möbel
IFAT 2026, München;A2;;527;Meplan, München;SciCorp International Corp;1,00;Thekenschrank PURO COUNTER, weiß;;1388;;;;Möbel;Sophia Kistler;551419;04.05.2026;26.11.2025;Sophia Kistler;Möbel
analytica 2026, München;A3;;108;Meplan, München;Laborjournal;1,00;Prospektständer LEGIO 30;;1154;;;;Möbel;Sophia Kistler;551920;24.03.2026;22.01.2026;Sophia Kistler;Möbel
analytica 2026, München;A3;;108;Meplan, München;Laborjournal;1,00;Bartheke OCTA BAR;mit Schiebetüren;1283;;;;Möbel;Sophia Kistler;551920;24.03.2026;22.01.2026;Sophia Kistler;Möbel
analytica 2026, München;A3;;108;Meplan, München;Laborjournal;1,00;Prospektständer LEGIO 70;;1152 | 546;;;;Möbel;Sophia Kistler;551920;24.03.2026;22.01.2026;Sophia Kistler;Möbel
analytica 2026, München;A3;;108;Meplan, München;Laborjournal;2,00;Kunststoffregal STACK weiß;;1168;;;;Möbel;Sophia Kistler;551920;24.03.2026;22.01.2026;Sophia Kistler;Möbel
analytica 2026, München;A3;;112;Meplan, München;Biowest;1,00;Barhocker ZETT weiß;;1004;;;;Möbel;Sophia Kistler;551738;24.03.2026;19.12.2025;Sophia Kistler;Möbel
analytica 2026, München;A3;;112;Meplan, München;Biowest;1,00;Tischvitrine VITREO CAB 102 weiß;;1506;;;;Möbel;Sophia Kistler;551738;24.03.2026;19.12.2025;Sophia Kistler;Möbel
IFAT 2026, München;A3;;114;Meplan, München;Marel Water;1,00;Bartheke PURO BAR LIGHT;;1325;;;;Möbel;Jan Ressel;552143;04.05.2026;22.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A3;;133/2;Meplan, München;HAIMEN ROTEST;1,00;Schrankvitrine GIGANTE CAB 154;;1499;;;;Möbel;Jan Ressel;552151;24.03.2026;22.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A3;;134;Medicago AB, Uppsala;;1,00;Prospektständer ZICKZACK;;1160;;;;Möbel;Jan Ressel;552093;24.03.2026;20.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A3;;135/5;Meplan, München;NINGBO;2,00;Schrankvitrine GIGANTE CAB 105;;1497;;;;Möbel;Jasna Pejic;552152;24.03.2026;22.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A3;;222;Meplan, München;ZellBio GmbH;2,00;NINO 70 Tischplatte rund schwarz;für Stehtisch, chrom;2059;;;;Möbel;Sophia Kistler;551522;24.03.2026;08.12.2025;Sophia Kistler;Möbel
analytica 2026, München;A3;;222;Meplan, München;ZellBio GmbH;2,00;NINO/ENNO Stehtischgestell H 110cm, chrom;;2057;;;;Möbel;Sophia Kistler;551522;24.03.2026;08.12.2025;Sophia Kistler;Möbel
analytica 2026, München;A3;;222;Meplan, München;ZellBio GmbH;2,00;Barhocker ZETT weiß;;1004;;;;Möbel;Sophia Kistler;551522;24.03.2026;08.12.2025;Sophia Kistler;Möbel
analytica 2026, München;A3;;222;Meplan, München;ZellBio GmbH;1,00;PISA 120x80 Tischplatte grau;für Gestell 120x80;2067;;;;Möbel;Sophia Kistler;551522;24.03.2026;08.12.2025;Sophia Kistler;Möbel
analytica 2026, München;A3;;222;Meplan, München;ZellBio GmbH;1,00;PISA 120x80 Tischgestell chrom/schwarz;mit Platte 120x80 grau;2047;;;;Möbel;Sophia Kistler;551522;24.03.2026;08.12.2025;Sophia Kistler;Möbel
analytica 2026, München;A3;;231A;Meplan, München;Xiamen Innovacera;1,00;Schrankvitrine GIGANTE CAB 105;;1497;;;;Möbel;Jan Ressel;552123;24.03.2026;21.01.2026;Jasna Pejic;Möbel
analytica 2026, München;A3;;233A;Meplan, München;IMI Precision Engineering;1,00;Stehtisch YPSILON HIGH weiß;;1473;;;;Möbel;Sophia Kistler;551452;24.03.2026;28.11.2025;Sophia Kistler;Möbel
analytica 2026, München;A3;;400A;Meplan, München;Helvoet Rubber & Plastic Technologies BV;4,00;Barhocker CATIFA BAR weiß/grau;;1020;;;;Möbel;Sophia Kistler;551878;24.03.2026;13.01.2026;Sophia Kistler;Möbel
analytica 2026, München;A3;;400A;Meplan, München;Helvoet Rubber & Plastic Technologies BV;4,00;PICO Plexihaube;;2096;;;;Möbel;Sophia Kistler;551878;24.03.2026;13.01.2026;Sophia Kistler;Möbel
analytica 2026, München;A3;;400A;Meplan, München;Helvoet Rubber & Plastic Technologies BV;4,00;PICO Korpus weiß;;2097;;;;Möbel;Sophia Kistler;551878;24.03.2026;13.01.2026;Sophia Kistler;Möbel
analytica 2026, München;A3;;415;Microsynth Seqlab GmbH, Göttingen;;2,00;Barhocker ZETT schwarz;;1003;;;;Möbel;Jan Ressel;551501;24.03.2026;02.12.2025;Jasna Pejic;Möbel
analytica 2026, München;A3;;415;Microsynth Seqlab GmbH, Göttingen;;2,00;Prospektständer FILO;;1157;;;;Möbel;Jan Ressel;551501;24.03.2026;02.12.2025;Jasna Pejic;Möbel
analytica 2026, München;A3;;415;Microsynth Seqlab GmbH, Göttingen;;1,00;Stehtisch YPSILON HIGH schwarz;;1472;;;;Möbel;Jan Ressel;551501;24.03.2026;02.12.2025;Jasna Pejic;Möbel
IFAT 2026, München;A3;;421;Fels Werke GmbH, Goslar;;1,00;Kühlschrank COOL M (140);weiß/grau;1100;;;;Möbel;Jan Ressel;551646;04.05.2026;15.12.2025;Jasna Pejic;Möbel
analytica 2026, München;A3;;503;Meplan, München;MMG - BMWE Gemeinschaftsstand;2,00;Barhocker KUADRA BAR weiß;;1540;;;;Möbel;Sophia Kistler;551705;24.03.2026;18.12.2025;Sophia Kistler;Möbel
