Kunde/Lieferant;Kommission;Liefertermin (Möbel);Halle;Sektor;Standnummer;Artikel-Nr.;Liefermenge;Einheit;Kurztext;Langtext;zusatzinfo Lieferschein Position;Ansprechpartner Kunde;Verantwortlich intern;Lieferschein Nummer;Lieferschein Datum;Artikel Obergruppe;lieferschein Notiz;Messe;Art;Person/Zeichen;Kopfprojektnummer;Veranstaltungsbeginn;Veranstaltungsende;Abholtermin;Begründung Liefersperre;NICHT liefern;Uhrzeit Lieferung;Lieferort;Kontakt vor Ort
Meplan, München;Cranio Creations;;10.1 ; ;A19;2043;1,00;x;MUNICH 70x70 Tischgestell, chrom;MUNICH 70x70 Tischgestell chrom;;Qinglian Xu;Melanie Eiblmeier;633815;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | HL 15.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
Meplan, München;Cranio Creations;;10.1 ; ;A19;1189 | 510;1,00;Stück;Papierkorb DUSTIN schwarz;DUSTIN Papierkorb schwarz, ØxH: 30x42cm;;Qinglian Xu;Melanie Eiblmeier;633815;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | HL 15.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
Meplan, München;Cranio Creations;;10.1 ; ;A19;2045;1,00;x;MUNICH 70x70 Platte weiß;MUNICH 70x70 Tischplatte weiß;chrom;Qinglian Xu;Melanie Eiblmeier;633815;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | HL 15.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
Meplan, München;Cranio Creations;;10.1 ; ;A19;1189 | 510;2,00;Stück;Papierkorb DUSTIN schwarz;DUSTIN Papierkorb schwarz, ØxH: 30x42cm;;Qinglian Xu;Melanie Eiblmeier;633815;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | HL 15.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
Meplan, München;Cranio Creations;;10.1 ; ;A19;1214 | 500;4,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit Polster, Gestell 
verchromt, BxTxH: 51x56x85cm, SH: 45cm";;Qinglian Xu;Melanie Eiblmeier;633815;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | HL 15.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
Meplan, München;Cranio Creations;;10.1 ; ;A19;1214;4,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit Polster, 
Chrom, BxTxH: 51x56x85cm, SH: 45cm";;Qinglian Xu;Melanie Eiblmeier;633815;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | HL 15.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
Meplan, München;Cranio Creations;;10.1 ; ;A19;2045;1,00;x;MUNICH 70x70 Platte weiß;MUNICH 70x70 Tischplatte weiß;;Qinglian Xu;Melanie Eiblmeier;633815;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | HL 15.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
Meplan, München;Cranio Creations;;10.1 ; ;A19;2043;1,00;x;MUNICH 70x70 Tischgestell chrom;MUNICH 70x70 Tischgestell chrom;;Qinglian Xu;Melanie Eiblmeier;633815;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | HL 15.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
Expo International di Damaso Davide, Bologna;LOOK;;C1;;371;1101;1,00;x;Kühlschrank COOL L (300);"COOL L refrigerator
Capacity 300L, extra freezer compartment
WxDxH: 55x60x162cm";;Davide Damaso;Jan Ressel;633801;14.01.2026;Möbel;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Ritter-Pen GmbH, Brensbach;;;04;;B06;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";;Eckhard Heinich;Angelo Schmidbauer;633806;14.01.2026;Möbel;Werbemittelmesse 2025, MOC | Möbel | NL 14.01.2026 14h52;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Ritter-Pen GmbH, Brensbach;;;04;;B06;1033;2,00;Stück;Barhocker VOLT BAR weiß;"VOLT BAR Barhocker weiß, Kunststoff 
stapelbar, BxTxH: 49x48x86cm, SH: 76cm";;Eckhard Heinich;Angelo Schmidbauer;633806;14.01.2026;Möbel;Werbemittelmesse 2025, MOC | Möbel | NL 14.01.2026 14h52;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Ritter-Pen GmbH, Brensbach;;;04;;B06;2061;1,00;x;NINO 70 Tischplatte rund weiß;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;Eckhard Heinich;Angelo Schmidbauer;633806;14.01.2026;Möbel;Werbemittelmesse 2025, MOC | Möbel | NL 14.01.2026 14h52;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
PRODIR GMBH;;;04;;E12;2057;2,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 160x70cm schwarz;Alina Fritsche;Angelo Schmidbauer;633803;14.01.2026;Möbel;Werbemittelmesse 2025, MOC | Möbel | NL 14.01.2026 14h52;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
PRODIR GMBH;;;04;;E12;1030;2,00;Stück;Barhocker VOLT BAR hellgrau;"VOLT BAR Barhocker hellgrau, Kunststoff 
stapelbar, BxTxH: 49x48x86cm, SH: 76cm";;Alina Fritsche;Angelo Schmidbauer;633803;14.01.2026;Möbel;Werbemittelmesse 2025, MOC | Möbel | NL 14.01.2026 14h52;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
PRODIR GMBH;;;04;;E12;2063;1,00;x;ENNO 160x70 Platte schwarz;ENNO 160x70 Tischplatte schwarz;für Stehtisch;Alina Fritsche;Angelo Schmidbauer;633803;14.01.2026;Möbel;Werbemittelmesse 2025, MOC | Möbel | NL 14.01.2026 14h52;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
I.P.A. COSMETICS GMBH;;;04;;F20;2061;1,00;x;NINO 70 Tischplatte rund weiß;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;Philipp Kunz;Angelo Schmidbauer;633808;14.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | NL 14.01.2026 17h22;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
I.P.A. COSMETICS GMBH;;;04;;F20;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";;Philipp Kunz;Angelo Schmidbauer;633808;14.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | NL 14.01.2026 17h22;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
GHM, München;Bausch + Lomb;;C4;;201;1214;2,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit
Polster, Gestell verchromt
BxTxH: 51x56x85cm, SH: 45cm";;;Sophia Kistler;633800;14.01.2026;Möbel;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
mbco GmbH, München;Stepper Eyewear;;C1;;217;1201;1,00;Stück;Gläser-Spülmaschine (nur in Riem);"Gläser-Spülmaschine
ca. 3 Minuten Spüldauer, 230 V/3 kW 
BxTxH: 49x66x72cm 
Bitte beachten Sie, dass neben der Maschine Platz für den externen Spülmittelkanister (5L) benötigt wird.";;Leonard Bauer;Sophia Kistler;633798;14.01.2026;Spülmaschinen;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
JUNG since 1828 GmbH & Co. KG, Ludwigsburg;;;04;;B13;2061;1,00;x;NINO 70 Tischplatte rund weiß;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;Leah Gienger;Angelo Schmidbauer;633805;14.01.2026;Möbel;Werbemittelmesse 2025, MOC | Möbel | NL 14.01.2026 14h52;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
JUNG since 1828 GmbH & Co. KG, Ludwigsburg;;;04;;B13;1033;2,00;Stück;Barhocker VOLT BAR weiß;"VOLT BAR Barhocker weiß, Kunststoff 
stapelbar, BxTxH: 49x48x86cm, SH: 76cm";;Leah Gienger;Angelo Schmidbauer;633805;14.01.2026;Möbel;Werbemittelmesse 2025, MOC | Möbel | NL 14.01.2026 14h52;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
JUNG since 1828 GmbH & Co. KG, Ludwigsburg;;;04;;B13;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";;Leah Gienger;Angelo Schmidbauer;633805;14.01.2026;Möbel;Werbemittelmesse 2025, MOC | Möbel | NL 14.01.2026 14h52;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Sustainable Fashion Brands S.L - Sea2see™, Barcelona;;;C2;;431;1145;3,00;x;Sessel ARENA weiß;"Chair ARENA white
synthetic leather
67x68x75 cm, sh 44 cm";;François van den Abeele;Jan Ressel;633795;14.01.2026;Möbel;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Safilo GmbH, Köln;;;C2;;711;2015;2,00;x;LEVANTE HIGH Fuß Höhe 110cm schwarz;LEVANTE HIGH Fuß Höhe 110cm;;Amanda Milaqi;Jan Ressel;633799;14.01.2026;Möbel;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Safilo GmbH, Köln;;;C2;;711;2018;1,00;x;LEVANTE 170x60 Platte schwarz;LEVANTE 170x60 Tischplatte;;Amanda Milaqi;Jan Ressel;633799;14.01.2026;Möbel;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Cutler and Gross LTD, London;;;C1;;683;2109;1,00;x;NINO/ENNO DARK Stehtischgestell H 110cm, schwarz;"NINO/ENNO DARK Stehtischgestell H 110cm
schwarz, Ø: 8cm, Länge: 102cm";für Platte 70x70cm weiß;Holly Birch;Jan Ressel;633797;14.01.2026;Möbel;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Cutler and Gross LTD, London;;;C1;;683;2062;1,00;x;ENNO 70x70 Tischplatte weiß;ENNO 70x70 Tischplatte weiß;für Stehtischgestell schwarz;Holly Birch;Jan Ressel;633797;14.01.2026;Möbel;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Samsonite GmbH, Köln;;;04;;F05;1540;2,00;Stück;Barhocker KUADRA BAR weiß;"KUADRA BAR Barhocker weiß, Kunststoff 
Chrom, BxTxH: 51x54x102cm, SH: 77cm";;Rainer Ebner;Angelo Schmidbauer;633807;14.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | NL 14.01.2026 17h22;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Samsonite GmbH, Köln;;;04;;F05;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 70x70cm weiß;Rainer Ebner;Angelo Schmidbauer;633807;14.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | NL 14.01.2026 17h22;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Samsonite GmbH, Köln;;;04;;F05;2062;1,00;x;ENNO 70x70 Tischplatte weiß;ENNO 70x70 Tischplatte weiß;für Stehtisch;Rainer Ebner;Angelo Schmidbauer;633807;14.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | NL 14.01.2026 17h22;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Cutler and Gross LTD, London;;;C1;;683;1037;2,00;x;Barhocker COMA schwarz;"COMA barstool, black
Lacquered aluminum, plastic
WxDxH: 50x46x86cm, SH: 75cm";;Holly Birch;Jan Ressel;633796;14.01.2026;Möbel;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
GÖZ-LÜKS OPTİK TİC. LTD. ŞTİ., Çekmeköy/İstanbul;;;C3;;468;2084;2,00;x;TURIN 160 Tischblende;TURIN 160 Tischblende;;Erol Aydogan;Jan Ressel;633802;14.01.2026;Möbel;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
GÖZ-LÜKS OPTİK TİC. LTD. ŞTİ., Çekmeköy/İstanbul;;;C3;;468;2026;8,00;x;TURIN Tisch Fuß;TURIN Tisch Fuß;;Erol Aydogan;Jan Ressel;633802;14.01.2026;Möbel;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
GÖZ-LÜKS OPTİK TİC. LTD. ŞTİ., Çekmeköy/İstanbul;;;C3;;468;2082;2,00;x;TURIN/UDINE 120x80 Tischplatte weiß;TURIN/UDINE 120x80 Tischplatte weiß;;Erol Aydogan;Jan Ressel;633802;14.01.2026;Möbel;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
GÖZ-LÜKS OPTİK TİC. LTD. ŞTİ., Çekmeköy/İstanbul;;;C3;;468;2085;2,00;x;TURIN 120 Tischblende;TURIN 120 Tischblende;;Erol Aydogan;Jan Ressel;633802;14.01.2026;Möbel;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
GÖZ-LÜKS OPTİK TİC. LTD. ŞTİ., Çekmeköy/İstanbul;;;C3;;468;2026;8,00;x;TURIN Tisch Fuß;TURIN Tisch Fuß;;Erol Aydogan;Jan Ressel;633802;14.01.2026;Möbel;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
GÖZ-LÜKS OPTİK TİC. LTD. ŞTİ., Çekmeköy/İstanbul;;;C3;;468;2083;2,00;x;TURIN/UDINE 160x80 Tischplatte weiß;TURIN/UDINE 160x80 Tischplatte weiß;;Erol Aydogan;Jan Ressel;633802;14.01.2026;Möbel;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Werbemittelagentur Hagemann GmbH, Eichenau;;;04;;D00;1132;2,00;Stück;Loungebank CAPRI BENCH 90 weiß;"CAPRI BENCH 90 Loungebank, weiß
Kunstleder, Polster
BxTxH: 90x45x45cm";;;Angelo Schmidbauer;633804;14.01.2026;Möbel;Werbemittelmesse 2025, MOC | Möbel | NL 14.01.2026 14h52;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Werbemittelagentur Hagemann GmbH, Eichenau;;;04;;D00;1405;1,00;Stück;Loungetisch CAPRI TABLE 90 schwarz;"CAPRI TABLE 90 Loungetisch, schwarz
MDF lackiert
BxTxH: 90x45x45cm";;;Angelo Schmidbauer;633804;14.01.2026;Möbel;Werbemittelmesse 2025, MOC | Möbel | NL 14.01.2026 14h52;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Werbemittelagentur Hagemann GmbH, Eichenau;;;04;;D00;1405;1,00;Stück;Loungetisch CAPRI TABLE 90 schwarz;"CAPRI TABLE 90 Loungetisch schwarz
MDF lackiert, BxTxH: 90x45x45cm";;;Angelo Schmidbauer;633804;14.01.2026;Möbel;Werbemittelmesse 2025, MOC | Möbel | NL 14.01.2026 14h52;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Werbemittelagentur Hagemann GmbH, Eichenau;;;04;;D00;1127;1,00;Stück;Loungebank CAPRI BENCH 160 weiß;"CAPRI BENCH 160 Loungebank, weiß
Kunstleder, Polster
BxTxH: 160x45x45cm";;;Angelo Schmidbauer;633804;14.01.2026;Möbel;Werbemittelmesse 2025, MOC | Möbel | NL 14.01.2026 14h52;Werbemittelmesse 2026, MOC;Standardlieferschein;Sophia Kistler;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Morel Germany, Herdecke;;;C2;;239;1201;1,00;Stück;Gläser-Spülmaschine (nur in Riem);"Gläser-Spülmaschine
ca. 3 Minuten Spüldauer, 230 V/3 kW 
BxTxH: 49x66x72cm 
Bitte beachten Sie, dass neben der Maschine Platz für den externen Spülmittelkanister (5L) benötigt wird.";;Jenny Sternemann;Sophia Kistler;633794;14.01.2026;Spülmaschinen;OPTI 2026, München | Möbel | NL 14.01.;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
GOSETA Finest Accessories, Krefeld;;;04;;F11;2057;-1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";;Frank Goerz;Angelo Schmidbauer;633793;13.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | NL 13.01.;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
GOSETA Finest Accessories, Krefeld;;;04;;F11;2059;1,00;x;NINO 70 Tischplatte rund schwarz;NINO 70 Tischplatte rund schwarz;für Stehtisch, chrom;Frank Goerz;Angelo Schmidbauer;633793;13.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | NL 13.01.;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
GOSETA Finest Accessories, Krefeld;;;04;;F11;2061;-1,00;x;NINO 70 Tischplatte rund weiß;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;Frank Goerz;Angelo Schmidbauer;633793;13.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | NL 13.01.;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
GOSETA Finest Accessories, Krefeld;;;04;;F11;2061;1,00;x;NINO 70 Tischplatte rund weiß;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;Frank Goerz;Angelo Schmidbauer;633793;13.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | NL 13.01.;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
GOSETA Finest Accessories, Krefeld;;;04;;F11;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";;Frank Goerz;Angelo Schmidbauer;633793;13.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | NL 13.01.;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
GOSETA Finest Accessories, Krefeld;;;04;;F11;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";;Frank Goerz;Angelo Schmidbauer;633793;13.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | NL 13.01.;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Bensussen Deutsch & Associates GmbH , Kissing;;;04;-;T02;1540;12,00;Stück;Barhocker KUADRA BAR weiß;"KUADRA BAR Barhocker, weiß
Kunststoff, Chrom
BxTxH: 51x54x102cm, SH: 77cm";;Uwe Furthmann;Jan Ressel;633792;13.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | NL 13.01.;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
GHM, München;Bausch + Lomb;13.01.2026;C4;10;201;1362;1,00;Stück;Infotheke OCTA INFO 108 silber mit Türen;"OCTA INFO Infotheke mit Schiebetüren, weiß
versperrbar, Rahmen Alu natur
BxTxH: 103x52x108cm";mit Schiebetüren;;Cecilia Gonzales de la Cortera;633762;08.01.2026;Möbel;OPTI 2026, München | Möbel | Termine;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;13.00 ;;
GHM, München;Bausch + Lomb;13.01.2026;C4;10;201;2045;1,00;x;MUNICH 70x70 Platte weiß;MUNICH 70x70 Tischplatte weiß;für Gestell 70x70 chrom;;Cecilia Gonzales de la Cortera;633762;08.01.2026;Möbel;OPTI 2026, München | Möbel | Termine;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;13.00 ;;
GHM, München;Bausch + Lomb;13.01.2026;C4;10;201;1214;4,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit
Polster, Gestell verchromt
BxTxH: 51x56x85cm, SH: 45cm";in Sitzgruppe;;Cecilia Gonzales de la Cortera;633762;08.01.2026;Möbel;OPTI 2026, München | Möbel | Termine;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;13.00 ;;
GHM, München;Bausch + Lomb;13.01.2026;C4;10;201;2043;1,00;x;MUNICH 70x70 Tischgestell, chrom;MUNICH 70x70 Tischgestell chrom;für PLatte 70x70 weiß;;Cecilia Gonzales de la Cortera;633762;08.01.2026;Möbel;OPTI 2026, München | Möbel | Termine;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;13.00 ;;
Ross & Brown srl, Milano, Italy;;;C1;;561;1202;1,00;x;Haushalts-Spülmaschine (nur in Riem);"Household dishwasher, approx. 30 min
230V / 1.3kW,  45x61x85 cm";;;Sophia Kistler;633766;08.01.2026;Spülmaschinen;OPTI 2026, München | Möbel | Kaffee und Spülmaschinen;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Optik Werkstatt GmbH, Berlin;;;C1;;234;2072;24,00;x;LEVANTE HIGH Fuß Höhe 110cm weiß;LEVANTE HIGH Fuß Höhe 110cm;;Ronny Mücke;Jan Ressel;633773;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Optik Werkstatt GmbH, Berlin;;;C1;;234;1004;6,00;Stück;Barhocker ZETT weiß;"ZETT Barhocker, weiß 
Kunstleder, Chrom
Ø: 35cm, SH: 82cm";;Ronny Mücke;Jan Ressel;633773;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Optik Werkstatt GmbH, Berlin;;;C1;;234;2074;12,00;x;LEVANTE 120x60 Platte weiß;LEVANTE 120x60 Tischplatte;für Stehtisch;Ronny Mücke;Jan Ressel;633773;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
MMC Eyewear, Marseille;;;C2;;581;1100;1,00;x;Kühlschrank COOL M (140);"COOL M refrigerator
Capacity approx. 140L, extra freezer compartment
WxDxH: ca. 59x60x85cm";weiß/grau;Lauri Pautard;Sophia Kistler;633775;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
SCHNEIDER OPTOSHOP GmbH & Co. KG, Ried;;;C4;;543;1022;8,00;Stück;Barhocker LEM weiß;"LEM Barhocker, weiß
höhenverstellbar, Holz, matt Chrom
BxT: 37x42cm, SH: 66-79cm";für Stehgruppe;Manuela Huber;Jan Ressel;633788;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
SCHNEIDER OPTOSHOP GmbH & Co. KG, Ried;;;C4;;543;1533;1,00;Stück;Multiständer MONO (mit 1 Stange);"MONO Multiständer
1x Stange Ø: 16 mm, Edelstahl
BxTxH: 150x45x150cm";MONO (mit 1 Stange);Manuela Huber;Jan Ressel;633788;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
SCHNEIDER OPTOSHOP GmbH & Co. KG, Ried;;;C4;;543;1533;1,00;Stück;Multiständer MONO (mit 1 Stange);"MONO Multiständer
1x Stange Ø: 16 mm, Edelstahl
BxTxH: 150x45x150cm";MONO (mit 1 Stange);Manuela Huber;Jan Ressel;633788;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
